1,-2243.2157451211724,-2525.68819224319,-2263.745703239781,-2383.6874881315493,-2287.848367929885
2,-2112.697034390161,-2396.0658959600696,-2150.6034852523326,-2279.425204842787,-2171.8684621273305
3,-2021.1822814682384,-2304.326556693649,-2097.5858099511074,-2200.152574644952,-2081.686682293043
4,-1994.598680850888,-2281.775704531795,-2066.0581468615496,-2178.8036139214396,-2054.104872290099
5,-1981.460704584131,-2261.6861707047938,-2054.5121764141118,-2165.316869784621,-2042.8367974490998
6,-1970.4415544065926,-2255.0494738942202,-2041.4113116598426,-2158.602459196794,-2028.9492409634179
7,-1981.3624514178941,-2247.1986878507505,-2032.389199519145,-2155.4934218864505,-2026.0472118884402
8,-1972.1615846872285,-2235.172792752937,-2032.1120402692304,-2138.8416828695135,-2025.4702566809103
9,-1953.6362397755981,-2244.5812257853445,-2024.221192000099,-2149.176650714726,-2016.129566771216
10,-1944.7929226342264,-2243.1381712849625,-2025.3703914299572,-2136.4282275738015,-2015.6491091612418
11,-1942.3195566830452,-2235.913842546513,-2017.8947667918442,-2139.180551441246,-2003.1318952316926
12,-1942.5226229722457,-2229.6229371368463,-2017.5578833097688,-2134.730179707527,-2012.1264713960522
13,-1947.2954994838697,-2246.0235231100764,-2009.5395712427135,-2131.6537508623665,-2016.2887654286296
14,-1954.4786772331875,-2241.490188357769,-2007.1275147159856,-2140.393705892874,-1993.4885429036656
15,-1950.8449668627372,-2210.713273618709,-2009.1975074655495,-2129.983785746331,-2016.599468632873
16,-1941.2874862560718,-2227.760735033674,-2007.334516393889,-2127.4136606815287,-2000.7653812081182
17,-1937.0158588545085,-2226.3050149845694,-2010.901513480262,-2133.9488147718885,-2007.112782275989
18,-1932.4571374706982,-2231.480427963484,-2005.3731923340138,-2126.2528804638278,-2013.3722860810972
19,-1946.7305734467986,-2248.2646793549725,-2012.9646545891687,-2137.0470197598856,-2012.920692240872
20,-1929.6222015996073,-2244.150745174959,-2022.2063859476236,-2137.743343441527,-2008.2387377075008
