1,-2333.473784820758,-2227.7203744952553,-2142.906271296933,-2121.6381872442407,-2117.206687525041
2,-2097.591955046067,-2093.482688778013,-2083.9694933616156,-2084.545243066188,-2075.0085835057207
3,-2365.5548028130584,-2251.0657921317384,-2174.0362884802125,-2149.3797702369557,-2142.583224766122
4,-2128.9638083811674,-2121.1004295724574,-2112.9577786596733,-2108.8823288979825,-2101.2828868157294
5,-2225.7468522613635,-2141.3481542848644,-2042.4080434973132,-2011.5584537959126,-2003.375771422522
6,-1994.9450902157905,-1984.109381648792,-1988.2034580006934,-1980.1167012879669,-1971.2009713533228
7,-2470.6049343827253,-2345.82281683552,-2263.6846000276137,-2218.411931664452,-2206.9887874219744
8,-2205.0354358461886,-2185.339871337252,-2190.523744571373,-2181.8558567868768,-2165.448258762175
9,-2308.1750513979823,-2171.199546739188,-2117.215143133216,-2059.3064960479783,-2055.754495176612
10,-2036.920676458891,-2037.7269231590753,-2024.658867584379,-2028.427921455493,-2018.8449840036562
