1,-4344.188298087082,-3684.581477334491,-3326.3789537570706,-3271.87358947053,-3227.4657398355334
2,-3212.1095996677423,-3192.468878128228,-3180.781314723987,-3167.124705054482,-3146.709815763638
3,-3147.7270987471293,-3144.05277071284,-3120.9127102738553,-3122.8131059363077,-3116.7608301902856
4,-3110.3144713465776,-3085.935955031007,-3094.3385213329534,-3108.3591681324506,-3079.988949878726
5,-3082.010325636251,-3118.4571219155177,-3092.368095472679,-3070.4160981477266,-3111.6399874147523
6,-3074.9712557971834,-3090.5324467761166,-3050.8158268007105,-3108.178344366518,-3090.55013290287
7,-3094.2688949532544,-3086.7736357142667,-3058.276628932206,-3060.4692842054974,-3074.232019704898
8,-3129.744007306221,-3075.4429705014068,-3092.745977291332,-3067.936547123229,-3059.7560317200723
9,-3101.601855194011,-3115.634162810022,-3090.6156016211203,-3083.662458864655,-3087.5993147019594
10,-3094.087181719416,-3121.7212158699663,-3096.0593066867573,-3097.693066082571,-3088.9365722797147
11,-5070.1601624113855,-4321.187452152501,-3822.5273129014017,-3746.6258072820006,-3703.266290687043
12,-3682.836322489304,-3658.843247021491,-3654.034461688605,-3640.3418506622056,-3628.9831853916753
13,-3592.2546554408323,-3583.957446078954,-3570.482884942328,-3563.5766390804147,-3588.6550274978213
14,-3532.371545331499,-3563.844276780154,-3532.6341844305293,-3544.8738679634107,-3536.234583992732
15,-3541.3683084386853,-3525.6507929840536,-3536.867554598899,-3558.931303668699,-3534.004492687791
16,-3534.532687329455,-3544.410446651298,-3513.5521752128934,-3535.4443145720393,-3565.609931716384
17,-3532.4915402958463,-3513.73709780551,-3504.8567450824826,-3547.156708429863,-3535.6713911497063
18,-3555.4875621861984,-3517.6966899556965,-3543.0005994796566,-3529.8664232358183,-3522.5466087049117
19,-3524.30266953576,-3557.5422525795766,-3534.210130411931,-3546.856067152998,-3518.2253711210506
20,-3510.323361505442,-3529.284574199768,-3567.2388316128126,-3525.7148926577192,-3534.492603286344
21,-4877.493845341843,-4085.825130093359,-3630.5783487035924,-3569.1459144761943,-3534.70576696707
22,-3493.523402830172,-3471.6212558671978,-3448.2028420587108,-3443.5977757583714,-3424.187853455414
23,-3427.144328130848,-3409.0504398552735,-3398.229545430466,-3401.7434526115007,-3419.7361235757435
24,-3401.924442294545,-3365.7785404881774,-3383.327050544517,-3386.865740200844,-3381.0139291073992
25,-3375.6176208566444,-3369.0382660709515,-3386.645173934862,-3390.2719017739664,-3333.8608755307155
26,-3379.205621870204,-3337.3044817264454,-3344.723232442347,-3385.2692601078397,-3388.4593215210166
27,-3366.6402382296415,-3389.948002648099,-3351.872017909247,-3342.6989702020155,-3369.1929538875825
28,-3364.8764884917346,-3355.8328523261566,-3350.4136389095975,-3356.509519269005,-3326.8427052938214
29,-3351.524986227815,-3338.851249469319,-3328.4015843050192,-3380.2859579603823,-3351.2292098087646
30,-3358.4605775242367,-3338.782675563498,-3356.920631273955,-3360.7713230614086,-3363.5682882589153
31,-4839.997339090539,-4206.893967494092,-3816.5537685453,-3746.1099988824594,-3720.918707091296
32,-3661.894965587627,-3633.8734528949385,-3628.357309975354,-3603.3261946360476,-3595.6155598228816
33,-3577.572598875568,-3565.408440557128,-3571.997119926934,-3569.491723809414,-3560.961912614159
34,-3548.4655810137574,-3552.59259876531,-3526.4255398076098,-3552.3046810083633,-3561.051170747032
35,-3551.752592378137,-3501.992552049228,-3528.2126634690735,-3516.9318873470766,-3516.5129302324713
36,-3523.3918153750906,-3537.4827976521537,-3528.508414608675,-3548.7877492250836,-3519.562010268104
37,-3538.086614133729,-3498.9394712722064,-3538.9555294726006,-3531.2352442445576,-3483.5590392791637
38,-3541.5294969578963,-3537.400099050256,-3515.8253686392295,-3505.232182104651,-3555.696145413893
39,-3544.203471256152,-3524.6800257046216,-3547.2907395985712,-3535.127532917817,-3523.907011498355
40,-3512.8727136781545,-3507.3718341561107,-3527.085437206039,-3494.2910860110287,-3516.5828501528413
41,-4940.355272537538,-4212.054251622574,-3797.44057344814,-3722.2917054089753,-3688.962514895736
42,-3647.5307312782006,-3615.058547161939,-3593.240511053594,-3579.4414800606455,-3569.0447234557837
43,-3563.10217260327,-3551.5126062194336,-3549.307774400077,-3551.4878710423873,-3542.5200585124835
44,-3542.36350097733,-3523.5950677234387,-3512.8385765661205,-3520.4055419798033,-3521.6211972828137
45,-3523.696580335305,-3517.096417964421,-3495.1888431126004,-3524.459950859266,-3503.9152805433628
46,-3517.8495946646785,-3513.6588036770204,-3504.1188319235885,-3508.030104077158,-3512.9554982275317
47,-3502.802323732591,-3468.525501407235,-3511.321339496622,-3498.230428419146,-3499.163053842236
48,-3481.197846867366,-3498.0614713822056,-3508.9277172978436,-3492.7519158130385,-3503.4570135991535
49,-3502.865706158274,-3482.5365261336137,-3496.1264638884572,-3465.862781668453,-3487.5932072919886
50,-3479.508461967362,-3503.9001393905723,-3489.2926006927164,-3477.2345785999837,-3499.091343465592
