1,-4777.142861457905,-4079.272993783551,-3702.783207303058,-3642.164583575671,-3597.2497136457773
2,-3545.4570543808754,-3522.7924170234837,-3512.0736251778794,-3501.752181023943,-3500.9285788887
3,-4960.93748256219,-4264.120527599807,-3862.635870254878,-3818.2390441771954,-3762.2909143517754
4,-3722.7914129983783,-3693.5628358038884,-3687.7857377937785,-3669.9851337796813,-3660.22649663245
5,-4726.424195115244,-4053.0632451879,-3703.8309918301,-3640.250128240011,-3605.9240198637544
6,-3573.472300008938,-3541.3532063424623,-3523.1167729526533,-3517.066128606114,-3493.0617853073963
7,-4863.739809858071,-4081.1052969304465,-3565.218371417113,-3500.7035529024547,-3460.5256213289563
8,-3422.5966952328963,-3401.180265113264,-3373.5043685613273,-3371.982242251548,-3363.1795414181956
9,-4723.735013844918,-3964.106839967509,-3552.966666841766,-3495.1174857979445,-3438.5415315299447
10,-3419.781026802737,-3411.2475308650432,-3394.2289679645037,-3352.899184784295,-3364.2387400808016
