1,-2462.6591499359415,-2501.1948274586566,-2183.549098413895,-2333.065076420571,-2228.33371505088
2,-2347.0731097186726,-2370.9646213223355,-2069.98142321852,-2242.091164398514,-2120.416567641902
3,-2259.4278277406893,-2291.5623045520224,-2027.2885841353648,-2141.405240226181,-2033.8430554060544
4,-2220.9330891610284,-2257.537016629618,-1962.8124664649501,-2117.78231834446,-2008.8693919077336
5,-2209.6909755471397,-2235.5924807707665,-1950.886590818533,-2104.746912888051,-2000.996666037403
6,-2203.6456039105683,-2247.7099573388437,-1941.4409772445829,-2097.0398686470417,-1993.2987737358123
7,-2197.686920261886,-2237.158946711554,-1929.738058702091,-2099.5556083533047,-1990.3954807923908
8,-2188.690216122619,-2222.3748589468055,-1929.5619794078507,-2097.487626363253,-1970.537490385085
9,-2183.1279972007337,-2209.4857228887863,-1918.713119837541,-2081.497461089226,-1968.3695119938382
10,-2173.0910076467285,-2227.154134083421,-1916.7439392668764,-2075.4941762825138,-1972.076183965554
11,-2174.0878059127176,-2204.4117875338043,-1914.623878936148,-2050.5027762785417,-1960.8988035528419
12,-2171.303985206594,-2217.537884290233,-1906.095544242103,-2064.7724716578687,-1958.28014040958
13,-2153.796685686143,-2198.212204611897,-1916.244024885401,-2062.891989368096,-1959.2723728291269
14,-2189.524138588599,-2210.637861337002,-1904.2187892622946,-2076.188392328416,-1947.4697343360579
15,-2161.0775772410916,-2218.6306811929367,-1914.973348863703,-2060.6090645184936,-1955.7345595506686
16,-2152.811245430282,-2212.1476916085885,-1907.316569931482,-2056.748301155043,-1953.3522821196016
17,-2155.8138093119996,-2214.9204284177126,-1910.4392920305957,-2062.65255967041,-1953.3135440583978
18,-2147.590666653853,-2215.9659247799977,-1905.2304133207392,-2052.325697062702,-1960.3607244301731
19,-2157.6294160593957,-2208.158671622197,-1913.7069461580877,-2070.0957593068842,-1959.1346610653225
20,-2161.4661947432132,-2214.7703216858654,-1912.9337387981968,-2050.027492350023,-1965.5668519416713
