1,-4993.2652508328465,-4618.587665676993,-4786.380332799742,-4792.692552564276,-4883.586847439665
2,-4169.7437642091345,-3965.2964658773253,-4173.529277596226,-4109.333512039262,-4112.322482015306
3,-3695.8932841601736,-3581.9870740569118,-3759.5534166340317,-3634.681223965791,-3722.648376665321
4,-3649.038553703208,-3533.825030432669,-3710.0584299088787,-3587.451647349305,-3657.285644984199
5,-3580.2937058844323,-3472.301988021178,-3671.480705169913,-3525.6969215712847,-3594.8505313666456
6,-3543.5838245323234,-3446.9495702655904,-3657.7627922067986,-3500.3151456131754,-3574.974816209009
7,-3525.8101858928608,-3435.859912064547,-3605.664363165607,-3459.7669134747716,-3557.2510696173636
8,-3507.214249126047,-3402.563358143173,-3628.5513528752394,-3430.87115144306,-3516.5835528897974
9,-3489.1659153630453,-3408.74426859628,-3570.5565036791845,-3419.6066388626427,-3528.5828186283366
10,-3477.8601454929153,-3375.855861064313,-3563.0424494625445,-3416.598567940256,-3506.223797385848
11,-3478.039605334238,-3390.9831074689855,-3559.594415901355,-3398.271342277914,-3488.2501485375974
12,-3474.3986853324677,-3393.209699970737,-3543.4938329746433,-3395.9211760787584,-3517.529392121217
13,-3461.6056380511363,-3371.280421166377,-3541.755254369227,-3391.5699795150003,-3484.521103643066
14,-3461.967306018201,-3380.8901746571773,-3548.3143995002424,-3373.3264161323564,-3477.144920192301
15,-3450.979247398888,-3345.402133444783,-3531.9451052330087,-3389.8446239339432,-3445.903967443416
16,-3437.896515263725,-3359.0336259299283,-3545.6785769982234,-3363.0946576586116,-3475.8465883595927
17,-3438.5226489602,-3322.1200714802612,-3529.2431027382204,-3378.493436239931,-3462.6974614491533
18,-3422.1350948573804,-3322.7103732855053,-3529.4761782929245,-3376.145989179728,-3462.1312735860597
19,-3423.998018192373,-3350.4549082263206,-3513.7029781187766,-3353.97791965753,-3468.1368843275523
20,-3442.9070055727657,-3341.647999018425,-3532.8092811592896,-3358.8387477827614,-3447.6424204271443
