1,-4599.73690540819,-5076.638431869893,-4907.138230832998,-4559.481367620501,-4930.131848633099
2,-3849.0066952597717,-4363.4067347484415,-4217.609708693214,-3818.838026879847,-4252.145433008106
3,-3434.784538143453,-3886.77416280161,-3753.1225249821437,-3513.5429875703558,-3803.4948970478454
4,-3375.446315173443,-3816.4580529089167,-3689.2452972216242,-3450.4576645392394,-3729.86382789357
5,-3326.620524948969,-3789.7172749936576,-3654.1067980271414,-3407.4708149623934,-3680.0793145828566
6,-3309.365411214679,-3745.56329763979,-3627.7871809313638,-3374.0719568955064,-3659.0789255455734
7,-3279.832493660234,-3742.754454475324,-3598.4802507845916,-3340.8702189679307,-3616.9837718292656
8,-3273.0975598307973,-3718.0003228676833,-3565.644468876968,-3322.268406143376,-3605.801446443277
9,-3265.646898083135,-3698.7828988454007,-3553.62498838821,-3317.6912452273677,-3607.2046348898084
10,-3227.9840915019054,-3681.681044667067,-3522.7810202535647,-3298.104265165141,-3572.8563816311903
